time,clock_1,delta_t_1,,,x,y,z,clock_2,delta_t,,change_x,change_y,change_z,,c_vx,c_vy,c_vz,,c_ax,c_ay,c_az,,next_vx,next_vy,next_vz,,next_x,next_y,next_z
35.739003,0.0593419999999938,0.00978799999999325,,,-0.248001396656036,-0.653977811336517,0.955621838569641,0.061101332,0.008333333,,0.00664947541884561,0.00798540093061517,0.0192167162895198,,0.797937082178957,0.958248150003747,2.30600604698262,,-0.000778630956095561,-0.117096598911969,-9.80774978788024,,0.797930593587916,0.957272345051846,2.22427480201953,,-0.241351948272985,-0.645996476259706,0.974838554859161
35.749241,0.0695799999999949,0.0102380000000011,,,-0.241778373718261,-0.64793449640274,0.983636915683746,0.069434665,0.008333333,,-0.00105734867619978,0.00224693599417225,0.0253458619117739,,-0.126881846219247,0.269632330085963,3.04150355107301,,0.000144332654420246,-0.136504312786386,-9.80654018053776,,-0.126880643447175,0.268494794191578,2.95978238617071,,-0.242835717382911,-0.645692300141271,1.00898277759552
35.759012,0.0793509999999955,0.00977100000000064,,,-0.236005872488021,-0.642771065235137,1.01490378379821,0.077767998,0.008333333,,-0.00148376910992537,0.00030417611843403,0.0341442227363592,,-0.178052300313136,0.036501135672129,4.09730689225538,,0.000271816129602476,-0.183193010141684,-9.80374501705798,,-0.178050035178814,0.034974527315346,4.01560902038114,,-0.237489632159887,-0.642473249984602,1.04904800653457
35.769007,0.089345999999999,0.00999500000000353,,,-0.228648483753204,-0.636985659599304,1.04897308349609,0.086101331,0.008333333,,0.00534608522302363,0.00321905015666957,0.0400652289390493,,0.641530252424045,0.386286034251789,4.80782766499902,,-0.00116191251722164,-0.217338944059048,-9.8012922654489,,0.641520569820123,0.384474876457077,4.72615023272071,,-0.223302438874362,-0.633774155933144,1.08903831243514
35.779206,0.0995449999999991,0.0101990000000001,,,-0.218814983963966,-0.629329562187194,1.08433353900909,0.094434664,0.008333333,,0.0141871932855253,0.00869909405145797,0.03999030590057,,1.70246326236156,1.04389132793061,4.79883690002187,,-0.00329380570423168,-0.232167535744525,-9.8007155492254,,1.70243581398179,1.04195659854346,4.7171642737119,,-0.204627905046685,-0.62063852950786,1.12432384490966
35.779221,0.0995599999999968,1.49999999976558E-05,,,-0.205986008048057,-0.619677186012268,1.11959671974182,0.102767997,0.008333333,,0.0186745338276766,0.0131356264252839,0.0352855324745207,,2.24094414895896,1.57627523408507,4.23426406631305,,-0.0042068124352315,-0.225270010702853,-9.80205122772181,,2.24090909219007,1.57439798407097,4.15258030934938,,-0.187311620290245,-0.60654938146173,1.15488225221634
35.789011,0.109349999999999,0.00979000000000241,,,-0.190306186676025,-0.607989788055419,1.15183734893798,0.11110133,0.008333333,,0.0173162847564402,0.01408914804613,0.0305584073066807,,2.077954253891,1.69069783316352,3.66700902348204,,-0.00351250872305731,-0.202844245891195,-9.80380140291424,,2.07792498298614,1.68900746451537,3.58531068172569,,-0.172990023881683,-0.593907683211708,1.18239575624466
35.798989,0.119327999999996,0.00997799999999671,,,-0.173436313867568,-0.595202684402465,1.17983818054199,0.119434663,0.008333333,,0.0143215964085615,0.0126416982500221,0.0275135040283201,,1.71859163777105,1.51700385068281,3.30162061546324,,-0.00257120035617445,-0.179533082962551,-9.80506041579869,,1.71857021110227,1.51550774171797,3.21991178193327,,-0.15911480673679,-0.582567219939547,1.20735168457031
35.809227,0.129565999999997,0.0102380000000011,,,-0.157457426190376,-0.582743048667907,1.20350885391235,0.127767996,0.008333333,,0.013875217144894,0.0113404632721608,0.0249559283256493,,1.66502612398832,1.36085564709352,2.99471151886638,,-0.00228493357545026,-0.164677320116112,-9.80589032460232,,1.66500708287595,1.35948333614744,2.91299576942999,,-0.143582288383447,-0.571408303357793,1.228464782238
35.819218,0.139556999999996,0.00999099999999942,,,-0.143727034330368,-0.571346879005432,1.22361850738525,0.136101329,0.008333333,,0.0155325183533424,0.0111589165817542,0.0211130976676892,,1.86390227695718,1.3390700433733,2.53357182146558,,-0.00237171527462163,-0.152693544000304,-9.8067761662923,,1.86388251266402,1.3377975972242,2.4518486900154,,-0.128194598328244,-0.56019326428242,1.24473160505294
35.82922,0.149558999999996,0.0100020000000001,,,-0.1332478672266,-0.561971366405487,1.24228930473327,0.144434662,0.008333333,,0.0153876900552033,0.0112150390753726,0.0162668228149399,,1.84652288048531,1.3458047428769,1.95201881587353,,-0.00206552301101151,-0.134232168935133,-9.80781646909187,,1.84650566779424,1.34468614151385,1.87028701523371,,-0.11786024889094,-0.550760988168941,1.25855612754821
35.82924,0.149578999999996,1.99999999992428E-05,,,-0.125339269638061,-0.55467265844345,1.26166570186615,0.152767995,0.008333333,,0.0103343494373038,0.00943227611347974,0.0138245224952707,,1.24012198208134,1.1318731788925,1.65894276579019,,-0.00108952784849038,-0.10542781189085,-9.80854251084289,,1.24011290268296,1.13099461382855,1.57720491480268,,-0.115004958031582,-0.54524404301759,1.27549022436142
35.838984,0.159323000000001,0.00974400000000486,,,-0.119528844952583,-0.549368858337402,1.28338003158569,0.161101328,0.008333333,,0.00285529085935778,0.00551694515135026,0.0169340968132108,,0.34263491682833,0.662033444643369,2.03209169886896,,-0.000276053053641212,-0.0966812374776077,-9.80836279056453,,0.342632616386308,0.661227767696616,1.95035534555038,,-0.1166735636784,-0.543855270173196,1.3003141283989
35.849428,0.169767,0.0104439999999997,,,-0.113102920353412,-0.544237256050109,1.30844509601593,0.169434661,0.008333333,,-0.0016686056468177,0.00138877284439476,0.0248239040374803,,-0.200232685627431,0.166652747993481,2.97886860365237,,0.000222865589684578,-0.133563967082108,-9.80668442089829,,-0.200230828414258,0.165539714978985,2.89714623674712,,-0.114771518261842,-0.542853120843089,1.33326900005341
35.858957,0.179295999999994,0.00952899999999346,,,-0.104672774672508,-0.537998437881469,1.33584594726562,0.177767994,0.008333333,,0.00190204541655814,0.00100214933010645,0.0329548716545094,,0.228245459116795,0.120257924423091,3.95458475672452,,-0.000336687898817026,-0.177013595935202,-9.80416653966485,,0.228242653384417,0.118782811182635,3.87288337216203,,-0.102770740946501,-0.537002434856285,1.36880081892013
35.869053,0.189391999999998,0.0100960000000043,,,-0.0939447730779647,-0.529796659946441,1.36388063430786,0.186101327,0.008333333,,0.0120007773153408,0.00585068598680394,0.0355318188667191,,1.44009333544463,0.702082346499766,4.26381843455903,,-0.00244157397909227,-0.20345131943838,-9.80277100456952,,1.44007298899562,0.700386918905597,4.18212867945521,,-0.0819440805394914,-0.523953038240997,1.39941245317458
35.879008,0.199346999999996,0.00995499999999794,,,-0.079706847667694,-0.519543170928955,1.3910459280014,0.19443466,0.008333333,,0.0208266604070096,0.0130493966152884,0.0306116342544498,,2.49919934880912,1.56592765647171,3.67339625746983,,-0.00438228945329834,-0.210417290514009,-9.80355878286197,,2.49916282973181,1.5641741791209,3.59169993754716,,-0.0588803394235005,-0.506501080469003,1.42165756225585
35.889244,0.209582999999995,0.010235999999999,,,-0.0464388169348239,-0.49480128288269,1.43332064151763,0.202767993,0.008333333,,0.0230637411159909,0.017451957771994,0.0222451090812708,,2.76764904462487,2.09423501640869,2.66941319652902,,-0.00451066910678506,-0.195574043434682,-9.80564943407033,,2.76761145571715,2.09260523277859,2.58769945451365,,-0.0233752324392756,-0.47735611587555,1.4555657505989
35.898991,0.219329999999999,0.00974700000000439,,,-0.0309807434678077,-0.482778966426849,1.44824087619781,0.211101326,0.008333333,,0.0355051069842249,0.0291449645934531,0.033908188343051,,4.26061300853151,3.4973958911102,4.06898276392543,,-0.0108655458134897,-0.306027688307412,-9.79962315550668,,4.26052246232002,3.49484566047632,3.98731924089608,,0.0045239862405511,-0.453644627793945,1.48214906454086
35.909248,0.229586999999995,0.0102569999999957,,,-0.0184828322380781,-0.472127258777618,1.46018195152282,0.219434659,0.008333333,,0.0278992186798267,0.0237114880816043,0.0265833139419602,,3.34790637549545,2.84537868360767,3.18999780063514,,-0.00676619919386027,-0.242522891823948,-9.80355293782853,,3.34784999050443,2.84335765958998,3.10830152942109,,0.00941615150429534,-0.448424191629084,1.48676526546478
35.919229,0.239567999999998,0.00998100000000335,,,-0.00884675420820713,-0.463782846927642,1.47145891189575,0.227767992,0.008333333,,0.00489216526374424,0.00522043616486151,0.00461620092391923,,0.587059855131703,0.626452364841476,0.553944133028073,,-0.000223265475251122,-0.0456373534446472,-9.80978932880687,,0.587057994586151,0.626072053577983,0.472195891891279,,-0.00395459669673572,-0.458563995392982,1.47607511281967
35.929223,0.249561999999997,0.00999399999999895,,,-0.00213296711444854,-0.457432329654693,1.48407649993896,0.236101325,0.008333333,,-0.0133707482010311,-0.0101398037638978,-0.0106901526451111,,-1.60448984830332,-1.21677650033879,-1.28281836872606,,0.00142592877452932,-0.10664539882812,-9.81114005559237,,-1.60447796556401,-1.21766521196015,-1.36457786591895,,-0.0155036658040678,-0.467575836383532,1.47338634729385
35.929241,0.249579999999995,1.79999999971869E-05,,,0.00448666140437126,-0.452359765768051,1.49982416629791,0.244434658,0.008333333,,-0.0115490691073321,-0.00901184099054997,-0.00268876552582031,,-1.38588834831538,-1.08142096212283,-0.322651876004513,,0.000921967849724519,-0.0798304903326968,-9.81021464547032,,-1.38588066525027,-1.08208621618233,-0.404403661446694,,-0.0070623756901908,-0.461374378650405,1.49713540077209
35.938968,0.259307,0.00972700000000515,,,0.0113522876054048,-0.447331875562667,1.51847696304321,0.252767991,0.008333333,,0.00844129011387697,0.00620145773312697,0.0237490534782407,,1.01295485418343,0.744174957742235,2.84988653138435,,-0.00117440226709097,-0.139125921659809,-9.80669589104629,,1.01294506749826,0.743015575108112,2.76816406889453,,0.0197935369414285,-0.441135248590322,1.54222601652145
35.949207,0.269545999999998,0.0102389999999986,,,0.0207494460046291,-0.440281987190246,1.5388376712799,0.261101324,0.008333333,,0.0268559126316193,0.0202391300600823,0.0450906157493611,,3.22270964470271,2.42869570435771,5.4108741063583,,-0.00809701102887233,-0.301498263713412,-9.7964052576418,,3.2226421696135,2.42618321892726,5.32923739914342,,0.0476050774900547,-0.420053325819039,1.58392828702926
35.958978,0.279316999999999,0.00977100000000064,,,0.0328600592911243,-0.431591928005218,1.55967700481414,0.269434657,0.008333333,,0.0278115405486261,0.0210819227712838,0.0417022705078103,,3.33738499933053,2.5298308337473,5.00427266110814,,-0.00810617791031118,-0.291468136982136,-9.79784511690716,,3.33731744785065,2.52740193270293,4.92262395506653,,0.0606713183752622,-0.410520125654548,1.60137927532195
35.989208,0.309546999999995,0.030229999999996,,,0.04792320728302,-0.420899003744125,1.57840943336486,0.27776799,0.008333333,,0.0130662408852075,0.00953320016449094,0.0174509882926892,,1.56794896894286,1.14398406549828,2.09411867888745,,-0.00166640092739437,-0.127534838981954,-9.80777439101802,,1.56793508226902,1.14292127521594,2.01238722889823,,0.0609893903070888,-0.4113702318723,1.59586042165755
35.989233,0.309571999999996,2.50000000008299E-05,,,0.0961695462465286,-0.384532451629638,1.60954356193542,0.286101323,0.008333333,,0.000318071931826661,-0.000850106217752444,-0.00551885366440108,,0.0381686333459446,-0.102012750210803,-0.662262466218628,,-9.53530498496307E-06,-0.0299784546539602,-9.81016544670432,,0.0381685538850729,-0.10226257065626,-0.744013841671109,,0.0964876178472683,-0.385383598765872,1.60402470827102
35.998981,0.319319999999998,0.00974800000000187,,,0.107896201312541,-0.374763667583465,1.61362338066101,0.294434656,0.008333333,,0.0354982275401795,0.0259866331064285,0.00816428661346969,,4.25978747521304,3.11839609750726,0.979714432804939,,-0.00851358931529758,-0.239831391740934,-9.80804194777892,,4.25971652863825,3.11639750265603,0.897980753176129,,0.143394133242004,-0.34878536195525,1.62178766727448
36.009228,0.329566999999997,0.0102469999999997,,,0.116700127720832,-0.367242842912673,1.61790180206298,0.302767989,0.008333333,,0.0469065153947357,0.0365982368106212,0.0177629590034609,,5.62878207251957,4.39178859294609,2.13155516567752,,-0.0156106145383066,-0.33280269077627,-9.8040884394475,,5.62865198407029,4.38901523730056,2.04985443195015,,0.163606101080384,-0.330656161750113,1.63566476106644
36.018961,0.339299999999994,0.00973299999999711,,,0.123124733567237,-0.361876904964447,1.62407457828521,0.311101322,0.008333333,,0.02021196783838,0.0181292002051377,0.0138770937919612,,2.42543623762305,2.17550411163669,1.6652513216454,,-0.00330339151920629,-0.163437402316342,-9.80773196383894,,2.42540870936149,2.17414213333853,1.58352022521599,,0.143336586704532,-0.343753379668658,1.63795167207717
36.01898,0.339318999999996,1.90000000017676E-05,,,0.129478886723518,-0.356900095939636,1.63349986076354,0.319434655,0.008333333,,-0.0202695143758523,-0.0130972179185454,0.0022869110107302,,-2.43234182239595,-1.5716662130921,0.274429332264797,,0.00263364070491454,-0.129931120010062,-9.80970285909101,,-2.43231987539095,-1.5727489723822,0.192681811708939,,0.109209463793516,-0.370001825355043,1.63578677177427
36.02912,0.349458999999996,0.0101399999999998,,,0.137200713157653,-0.351571053266525,1.64560329914093,0.327767988,0.008333333,,-0.0341271229110156,-0.0262484456863851,-0.00216490030290095,,-4.09525491313206,-3.14981360835875,-0.259788046739636,,0.00788543536743915,-0.231060654834571,-9.81050022328164,,-4.0951892011733,-3.15173911373869,-0.341542211996816,,0.103073864046455,-0.377827521891672,1.64343839883803
36.038966,0.359304999999999,0.00984600000000313,,,0.147425472736358,-0.344081699848175,1.65915322303771,0.336101321,0.008333333,,-0.00613559974706153,-0.00782569653662912,0.00765162706375877,,-0.736271999098264,-0.93908362195884,0.918195284378864,,0.000412640427931382,-0.0672534788679793,-9.80948540146096,,-0.736268560428168,-0.939644067593655,0.836449575969851,,0.141289887317088,-0.351909731574856,1.66680485010147
36.049278,0.369616999999998,0.010311999999999,,,0.160652205348014,-0.334837943315506,1.67219507694244,0.344434654,0.008333333,,0.0382160232706333,0.0259177903168164,0.0233664512634397,,4.58592297591291,3.11013496242337,2.80397426377174,,-0.0106006075924925,-0.277386464766951,-9.80351846268989,,4.58583463751984,3.10782340864277,2.72227827985049,,0.198867860542024,-0.30892978447239,1.69556152820588
36.059238,0.379576999999998,0.00995999999999953,,,0.176756396889686,-0.323650687932968,1.68238139152526,0.352767987,0.008333333,,0.0575779732249362,0.0429799471024657,0.0287566781044111,,6.90935706336663,5.15759385859963,3.45080151056139,,-0.023884407258634,-0.414818478679795,-9.79807119853684,,6.90915802664744,5.15413703808224,3.36915092050627,,0.234333540794992,-0.280685144248749,1.71113806962967
36.069017,0.389355999999999,0.00977900000000176,,,0.193880230188369,-0.311238348484039,1.68825936317443,0.36110132,0.008333333,,0.0354656802529679,0.0282446402236415,0.0155765414237912,,4.25588180059142,3.38935696241126,1.86918504562234,,-0.00911312359986733,-0.256956120251062,-9.80599751234881,,4.2558058578978,3.38721566149482,1.78746840295477,,0.229345594013459,-0.283002630347192,1.70383590459822
36.069034,0.389372999999999,1.69999999997117E-05,,,0.210259899497032,-0.299047440290451,1.68978631496429,0.369434653,0.008333333,,-0.00498794678153264,-0.00231748609844379,-0.00730216503144976,,-0.598553637726062,-0.278098342937188,-0.876259838824365,,0.000244408844753341,-0.0489998902270249,-9.81035780528496,,-0.598551600985771,-0.278506675339414,-0.958012817264953,,0.205271961201917,-0.301366627773836,1.68248414993284
36.078963,0.399301999999999,0.00992899999999963,,,0.223947986960411,-0.287938773632049,1.68788218498229,0.377767986,0.008333333,,-0.0240736328115426,-0.0183639974266436,-0.021351754665381,,-2.88883605293855,-2.20367977934442,-2.56221066233414,,0.00478068431169267,-0.198585911362762,-9.81424015765942,,-2.88879621390421,-2.20533466187292,-2.64399599370989,,0.199874520144838,-0.306309666402286,1.66653043031691
36.089293,0.409631999999995,0.0103299999999962,,,0.234776616096496,-0.279207646846771,1.6844892501831,0.386101319,0.008333333,,-0.00539744105707871,-0.00494303862844953,-0.0159537196159312,,-0.647692952757163,-0.593164659140529,-1.9144464304896,,0.000507796268015127,-0.0940809288411137,-9.81150094075994,,-0.647688721121765,-0.593948666849512,-1.99620893505876,,0.229379192671231,-0.284153952173877,1.66853553056717
36.098986,0.419324999999994,0.00969299999999862,,,0.242761552333831,-0.272481948137283,1.6818128824234,0.394434652,0.008333333,,0.0295046725263926,0.0221557142284082,0.00200510025025968,,3.54056084478954,2.65868581375642,0.240612039655644,,-0.00584371469994877,-0.198060652756659,-9.80960286853559,,3.54051214716899,2.6570353083828,0.158865352354381,,0.272266021953479,-0.250333111014323,1.68381798267366
36.109208,0.429546999999999,0.0102220000000059,,,0.249102279543876,-0.267364650964736,1.68176293373107,0.402767985,0.008333333,,0.0428868292822486,0.0338208411595542,0.0152824521064909,,5.14641971972662,4.05850110148655,1.83389432613468,,-0.0130374556724756,-0.303996725583814,-9.80535418460074,,5.14631107426703,4.05596779554135,1.75218304453146,,0.291988656136728,-0.233554365246198,1.69704538583756
36.119288,0.439626999999994,0.010079999999995,,,0.255090594291687,-0.263397574424743,1.68471980094909,0.411101318,0.008333333,,0.0197226341832484,0.0167787457681252,0.0132274031639013,,2.36671619665845,2.01344957271301,1.58728844315969,,-0.00307382777204659,-0.155852800568464,-9.80793847217266,,2.36669058142804,2.01215079942689,1.50555562582756,,0.274813121744813,-0.24662424021176,1.69794720411299
36.119303,0.439641999999999,1.50000000047612E-05,,,0.263745486736297,-0.256688505411148,1.69038474559783,0.419434651,0.008333333,,-0.0171755343919148,-0.0130698749655623,0.000901818275430344,,-2.06106420947235,-1.56838505860287,0.108218197380369,,0.0019886721248215,-0.115785167404028,-9.80989558282001,,-2.0610476372053,-1.56934993495931,0.0264690707935009,,0.246570021395492,-0.269762400694701,1.69128656387326
36.129197,0.449535999999995,0.00989399999999563,,,0.275296002626419,-0.249075576663017,1.6965616941452,0.427767984,0.008333333,,-0.0282431003493208,-0.0231381604829412,-0.0066606402397309,,-3.38917217748539,-2.77657936901611,-0.799276860738782,,0.00561835247953088,-0.198928319130728,-9.81132498996723,,-3.38912535788327,-2.77823710494256,-0.881037899051401,,0.247053097358766,-0.272220644378709,1.68990105390547
36.139211,0.45955,0.0100140000000053,,,0.289736062288284,-0.239741072058677,1.70212602615356,0.436101317,0.008333333,,0.000483075963273794,-0.00245824368400743,-0.0013855099677913,,0.0579691179116199,-0.294989253880462,-0.166261202785404,,-7.41276433591358E-06,-0.015344924814055,-9.81002126054629,,0.0579690561385863,-0.295117128248798,-0.248011376686616,,0.29021913799417,-0.242199848552531,1.70074051618577
36.14896,0.469298999999999,0.00974899999999934,,,0.306377917528152,-0.227715879678726,1.70360922813415,0.44443465,0.008333333,,0.0431660406354043,0.0300207958261776,0.0108394622802996,,5.17992508344552,3.60249564324113,1.30073552566538,,-0.0124210325335695,-0.287750100558955,-9.80688094363884,,5.17982157484522,3.60009772583239,1.21901152107068,,0.349543526877739,-0.197705075174685,1.71444869041445
36.159168,0.479506999999998,0.0102079999999987,,,0.323463708162307,-0.215327456593513,1.70071423053741,0.452767983,0.008333333,,0.0593243888835688,0.044494773377846,0.0137081742286809,,7.11892695078533,5.33937301891644,1.64498097324094,,-0.0239796482629002,-0.404212309880902,-9.80445898723078,,7.11872712039113,5.3360045831355,1.56327715161551,,0.382787264419267,-0.170846718364193,1.71442240476609
36.168995,0.489334,0.00982700000000136,,,0.339292407035827,-0.203369408845901,1.6938579082489,0.461101316,0.008333333,,0.0332437375415277,0.0268583568104924,-2.62856483586038E-05,,3.98924866455326,3.2230029461792,-0.00315427792920357,,-0.0076152931405217,-0.229074517599255,-9.81000602137222,,3.98918520377963,3.22109399194223,-0.0849043248373034,,0.372535880157475,-0.176519006011078,1.69383162260054
36.169011,0.489349999999995,1.5999999995131E-05,,,0.352373003959655,-0.19297282397747,1.68386256694793,0.469434649,0.008333333,,-0.0102513842617915,-0.00567228764688499,-0.0205907821655495,,-1.23016616062163,-0.68067454485318,-2.4708939587017,,0.00130173908891062,-0.126981786621969,-9.81261465430733,,-1.23015531279632,-0.681732726366036,-2.55266574421673,,0.342121664897134,-0.198649520713816,1.66327178478238
36.178927,0.499265999999999,0.00991600000000403,,,0.362204253673553,-0.185105115175247,1.6730887889862,0.477767982,0.008333333,,-0.0304142152603413,-0.0221305147027377,-0.0305598378181611,,-3.6497059772292,-2.655661870555,-3.66718068486656,,0.00790049052247767,-0.259763089556992,-9.81793831788801,,-3.64964013981081,-2.65782656288139,-3.74899683424298,,0.331790312735777,-0.207244649428984,1.64252895116804
36.189152,0.509490999999997,0.0102249999999984,,,0.369502812623977,-0.179058253765106,1.66384541988372,0.486101315,0.008333333,,-0.0103313521613564,-0.00859512871516832,-0.0207428336143414,,-1.23976230895327,-1.03141548707682,-2.48914013328657,,0.00136867166482399,-0.13247749601871,-9.81274795865756,,-1.23975090335652,-1.03251946616615,-2.57091302967113,,0.359171507985938,-0.187657982392963,1.64310258626938
36.198985,0.519323999999998,0.00983300000000043,,,0.375762969255447,-0.174388378858566,1.65741944313049,0.494434648,0.008333333,,0.0273811952501611,0.0195866670360213,0.000573635101339676,,3.28574356144907,2.35040013833856,0.0688362149142097,,-0.00494157717710891,-0.180473391755235,-9.80989647412763,,3.28570238164091,2.34889619346743,-0.0129129191002218,,0.403143992923081,-0.154807978259257,1.65799307823183
36.208988,0.529326999999995,0.0100029999999975,,,0.382788509130477,-0.169552087783813,1.65416812896728,0.502767981,0.008333333,,0.0439724849371425,0.0328500041337054,0.0148904919624511,,5.27669840352504,3.94200065372468,1.78685910696849,,-0.0134043144251996,-0.304834135354432,-9.80546086975762,,5.2765867009093,3.939460369365,1.70514693632233,,0.426760528640073,-0.13671266816785,1.66905862092973
36.219018,0.539356999999995,0.0100300000000004,,,0.392023861408233,-0.163289979100227,1.6528787612915,0.511101314,0.008333333,,0.0236165357169916,0.0180953100914076,0.0110655426979014,,2.83398439939837,2.17143729782641,1.32786517686277,,-0.00401819428531518,-0.170143256126434,-9.80811727253457,,2.83395091444733,2.1700194374154,1.24613086952769,,0.415640257604601,-0.145200576760296,1.6639443039894
36.219036,0.539375,1.80000000042924E-05,,,0.404202669858932,-0.155331596732139,1.65180134773254,0.519434647,0.008333333,,-0.0111202710354717,-0.00848790859244608,-0.00511431694032982,,-1.33443257763391,-1.01854907183549,-0.613718057388301,,0.000887811768790241,-0.0798372419123849,-9.81040831295878,,-1.3344251792028,-1.01921438215815,-0.695471456726155,,0.393082429650255,-0.163822277450819,1.64668703079221
36.229181,0.549519999999994,0.0101449999999943,,,0.419794261455535,-0.14495526254177,1.64908576011657,0.52776798,0.008333333,,-0.0225578279543455,-0.018621700690523,-0.0172572731971912,,-2.70693946279904,-2.23460417224693,-2.07087286649786,,0.00410637847298472,-0.182037848736836,-9.81314147688788,,-2.7069052429798,-2.23612115425905,-2.15264904220087,,0.397236576083764,-0.163583283990424,1.63182848691938
36.238953,0.559291999999999,0.00977200000000522,,,0.436774373054504,-0.133014887571334,1.6422494649887,0.536101313,0.008333333,,0.00415414643350859,0.000238993460394576,-0.0148585438728313,,0.498497591960934,0.0286792163945178,-1.78302533606076,,-0.000343571801346378,-0.0827057511923568,-9.81122888703263,,0.498494728862704,0.0279900018288168,-1.86478557351563,,0.440928507558437,-0.132778765838182,1.62739092111587
36.248981,0.569319999999998,0.0100279999999984,,,0.453792423009872,-0.120691657066345,1.6307760477066,0.544434646,0.008333333,,0.0436919314746732,0.0308045181522424,-0.00443756580351007,,5.24303198668206,3.69654232613078,-0.532507917721525,,-0.0125626391165329,-0.287527666837414,-9.81127592294192,,5.24292729802694,3.69414626233631,-0.614268547142282,,0.497483918281833,-0.0898971225128469,1.62633848190309
36.258969,0.579307999999998,0.00998799999999989,,,0.46876636147499,-0.109299942851066,1.61550235748291,0.552767979,0.008333333,,0.0565554107233958,0.0428816433253347,-0.00105243921277887,,6.78664955827348,5.14579740487206,-0.126292710585172,,-0.0215172986555345,-0.380464015384354,-9.81040041524884,,6.78647024745852,5.14262687153735,-0.208046044108779,,0.52532102507002,-0.0664315100807642,1.61444991827013
36.269074,0.589413,0.0101050000000029,,,0.480960756540298,-0.0998501777648925,1.59782004356384,0.561101312,0.008333333,,0.0278371067881872,0.0234656124320828,-0.0118885636329589,,3.34045294820058,2.81587360448488,-1.42662769302017,,-0.00571459948654328,-0.205287120174727,-9.81244056899122,,3.3404053265401,2.81416287855185,-1.50839802782429,,0.508797664904908,-0.0763916933572456,1.58593147993088
36.269102,0.589440999999994,2.79999999932556E-05,,,0.489933401346206,-0.092629924416542,1.57998847961425,0.569434645,0.008333333,,-0.0165233601651124,-0.00996018327648139,-0.0285184383392498,,-1.98280329912561,-1.19522204098665,-3.42221273759849,,0.00304943280702173,-0.184552825608701,-9.81526315837746,,-1.98277788718657,-1.19675998113854,-3.50400659397988,,0.473410147064169,-0.102596515776733,1.551470041275
