time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2023/08/08/22:55:36.398968,7363,1691515536,398622430,world,0.6500930190086365,0.019407209008932114,1.3330633640289307,0.7302090525627136,-0.05445418134331703,-0.6410488486289978,0.22996912896633148
2023/08/08/22:55:36.409228,7364,1691515536,408885997,world,0.6641018390655518,0.028566397726535797,1.316580891609192,0.5063307285308838,-0.08541758358478546,-0.777339518070221,0.36342307925224304
2023/08/08/22:55:36.418983,7365,1691515536,418626024,world,0.6806991100311279,0.039198681712150574,1.2974601984024048,0.23989833891391754,-0.11454982310533524,-0.8406287431716919,0.471879780292511
2023/08/08/22:55:36.429112,7366,1691515536,428716101,world,0.6979212760925293,0.05194166302680969,1.2735207080841064,-0.04390382766723633,-0.13210701942443848,-0.8414109349250793,0.5221570730209351
2023/08/08/22:55:36.429130,7367,1691515536,428753258,world,0.7142374515533447,0.06326493620872498,1.2451555728912354,-0.31869804859161377,-0.14874054491519928,-0.7580468058586121,0.5492475628852844
2023/08/08/22:55:36.438972,7368,1691515536,438638627,world,0.7276803255081177,0.0732431560754776,1.2136579751968384,-0.5705540180206299,-0.15465886890888214,-0.6094372272491455,0.5283324718475342
2023/08/08/22:55:36.449188,7369,1691515536,448840941,world,0.7380244135856628,0.08105460554361343,1.18122398853302,-0.7713540196418762,-0.1420949250459671,-0.4092329442501068,0.46620848774909973
2023/08/08/22:55:36.458977,7370,1691515536,458638588,world,0.7455665469169617,0.08650686591863632,1.1502091884613037,-0.9059784412384033,-0.12470037490129471,-0.1663903445005417,0.368737131357193
2023/08/08/22:55:36.469213,7371,1691515536,468871424,world,0.7518906593322754,0.09096673130989075,1.1218669414520264,-0.9622355699539185,-0.09107916057109833,0.08816026896238327,0.24090510606765747
2023/08/08/22:55:36.478991,7372,1691515536,478638061,world,0.7586178779602051,0.09541726112365723,1.09690523147583,-0.9366156458854675,-0.04515247419476509,0.3330482840538025,0.09895157814025879
2023/08/08/22:55:36.479019,7373,1691515536,478678989,world,0.7677685022354126,0.10072693228721619,1.0739853382110596,-0.8314585089683533,0.013377035968005657,0.5531081557273865,-0.05068816617131233
2023/08/08/22:55:36.489260,7374,1691515536,488912523,world,0.7796517014503479,0.10853035002946854,1.0514190196990967,-0.6537455320358276,0.07018139958381653,0.7279775738716125,-0.19426822662353516
2023/08/08/22:55:36.499059,7375,1691515536,498641096,world,0.7947368025779724,0.11796345561742783,1.0274863243103027,-0.4202156364917755,0.12987472116947174,0.8378334641456604,-0.3233981430530548
2023/08/08/22:55:36.509223,7376,1691515536,508891462,world,0.8115249276161194,0.12891121208667755,0.9995577931404114,-0.15230150520801544,0.1789543181657791,0.8725125789642334,-0.42837077379226685
2023/08/08/22:55:36.519163,7377,1691515536,518796806,world,0.8286784291267395,0.14125461876392365,0.9669423699378967,0.12120220065116882,0.21449014544487,0.83783358335495,-0.4871744215488434
2023/08/08/22:55:36.519187,7378,1691515536,518853029,world,0.8439076542854309,0.15224109590053558,0.9304818511009216,0.38779330253601074,0.23890149593353271,0.7254394292831421,-0.5160234570503235
2023/08/08/22:55:36.529195,7379,1691515536,528855734,world,0.8562760353088379,0.1614287793636322,0.8915156722068787,0.6187342405319214,0.24233397841453552,0.5496112704277039,-0.5063295960426331
2023/08/08/22:55:36.539210,7380,1691515536,538865004,world,0.8655996918678284,0.16834115982055664,0.8524265289306641,0.7970572113990784,0.2275603860616684,0.32390689849853516,-0.45607051253318787
2023/08/08/22:55:36.549072,7381,1691515536,548724531,world,0.8727320432662964,0.1731954962015152,0.8149455189704895,0.9047179222106934,0.19121116399765015,0.06731374561786652,-0.3746899962425232
2023/08/08/22:55:36.559258,7382,1691515536,558915880,world,0.8788560032844543,0.17725835740566254,0.7804485559463501,0.9358907341957092,0.13483378291130066,-0.1946854144334793,-0.2608179450035095
2023/08/08/22:55:36.569113,7383,1691515536,568753687,world,0.8864302635192871,0.1818956434726715,0.7491713762283325,0.8880625367164612,0.06427235156297684,-0.43560564517974854,-0.13214322924613953
2023/08/08/22:55:36.569130,7384,1691515536,568795942,world,0.8962830305099487,0.18762129545211792,0.7193658947944641,0.764342188835144,-0.017927775159478188,-0.6444865465164185,0.009835554286837578
2023/08/08/22:55:36.579280,7385,1691515536,578694930,world,0.909058690071106,0.19581598043441772,0.6893611550331116,0.5747168064117432,-0.09996376186609268,-0.7989106774330139,0.14645656943321228
2023/08/08/22:55:36.589001,7386,1691515536,588677660,world,0.9247030019760132,0.2057996243238449,0.6572394967079163,0.33823809027671814,-0.18126952648162842,-0.882941722869873,0.2704629600048065
2023/08/08/22:55:36.598988,7387,1691515536,598641323,world,0.9418244957923889,0.21709534525871277,0.6208335757255554,0.07831117510795593,-0.2491803765296936,-0.8907224535942078,0.3720082640647888
2023/08/08/22:55:36.609320,7388,1691515536,608966979,world,0.9583104848861694,0.22856414318084717,0.580023467540741,-0.18874339759349823,-0.3011382818222046,-0.821220338344574,0.4464179575443268
2023/08/08/22:55:36.618994,7389,1691515536,618649246,world,0.972762405872345,0.23883888125419617,0.5355332493782043,-0.43834611773490906,-0.3310878574848175,-0.6797371506690979,0.48599475622177124
2023/08/08/22:55:36.629253,7390,1691515536,628863643,world,0.9841228127479553,0.2471020221710205,0.4895576536655426,-0.6487706899642944,-0.3322238624095917,-0.47884589433670044,0.4893164038658142
2023/08/08/22:55:36.629272,7391,1691515536,628905130,world,0.9925221800804138,0.2532367408275604,0.44407597184181213,-0.8023427128791809,-0.3070804178714752,-0.23332542181015015,0.45552945137023926
2023/08/08/22:55:36.639215,7392,1691515536,638866208,world,0.9994814991950989,0.25770530104637146,0.40050727128982544,-0.8851965665817261,-0.25332656502723694,0.02953723818063736,0.38907644152641296
2023/08/08/22:55:36.649106,7393,1691515536,648625652,world,1.005428671836853,0.26152002811431885,0.35999566316604614,-0.8936715126037598,-0.1657518893480301,0.29436057806015015,0.29534628987312317
2023/08/08/22:55:36.659180,7394,1691515536,658848500,world,1.0140469074249268,0.2665557861328125,0.3221251368522644,-0.8290781378746033,-0.07459049671888351,0.525818943977356,0.17487220466136932
2023/08/08/22:55:36.669159,7395,1691515536,668798124,world,1.024405598640442,0.27286669611930847,0.2853526771068573,-0.6914534568786621,0.035672686994075775,0.7201469540596008,0.044809889048337936
2023/08/08/22:55:36.669179,7396,1691515536,668845966,world,1.0382750034332275,0.2813436985015869,0.2478882521390915,-0.4972657263278961,0.13954031467437744,0.8515139222145081,-0.09043971449136734
2023/08/08/22:55:36.678960,7397,1691515536,678543808,world,1.0542001724243164,0.2915054261684418,0.2072819620370865,-0.26321133971214294,0.24447450041770935,0.9082317352294922,-0.21463248133659363
2023/08/08/22:55:36.689209,7398,1691515536,688866741,world,1.0711557865142822,0.30272379517555237,0.1625794768333435,-0.012186670675873756,0.3303817808628082,0.8867311477661133,-0.323121041059494
2023/08/08/22:55:36.698981,7399,1691515536,698639664,world,1.086999535560608,0.3136371970176697,0.11365922540426254,0.24036714434623718,0.3893059492111206,0.7907098531723022,-0.4067462980747223
2023/08/08/22:55:36.709248,7400,1691515536,708901065,world,1.100317120552063,0.3229992985725403,0.06167835742235184,0.4672868549823761,0.4189455211162567,0.6259616017341614,-0.46292510628700256
2023/08/08/22:55:36.718977,7401,1691515536,718642000,world,1.1155204772949219,0.33329808712005615,0.05143960937857628,0.6314314007759094,0.4056452214717865,0.441697895526886,-0.4915785491466522
2023/08/08/22:55:36.729402,7402,1691515536,729038546,world,1.1292853355407715,0.34316474199295044,0.07351450622081757,0.7846714854240417,0.3268587291240692,0.17174598574638367,-0.4979532063007355
2023/08/08/22:55:36.759264,7403,1691515536,758921153,world,1.1873652935028076,0.38208290934562683,0.18538062274456024,0.5627743601799011,-0.22949445247650146,-0.7842733263969421,-0.12462978065013885
2023/08/08/22:55:36.769184,7404,1691515536,768835088,world,1.208729863166809,0.3954215943813324,0.2128797173500061,0.33293527364730835,-0.36135223507881165,-0.870521068572998,0.027782462537288666
2023/08/08/22:55:36.769202,7405,1691515536,768888587,world,1.23140549659729,0.40936875343322754,0.23600152134895325,0.068387471139431,-0.46195706725120544,-0.8663240075111389,0.17720511555671692
2023/08/08/22:55:36.778967,7406,1691515536,778636018,world,1.253448247909546,0.4231094717979431,0.25467759370803833,-0.1931358426809311,-0.5183720588684082,-0.7724955677986145,0.3118325471878052
2023/08/08/22:55:36.789012,7407,1691515536,788681675,world,1.2731592655181885,0.43580058217048645,0.270107626914978,-0.43091803789138794,-0.5257830023765564,-0.5990142822265625,0.42313581705093384
2023/08/08/22:55:36.798918,7408,1691515536,798594004,world,1.2892404794692993,0.4467715919017792,0.28513193130493164,-0.6266070008277893,-0.47995704412460327,-0.36289459466934204,0.4952901601791382
2023/08/08/22:55:36.809217,7409,1691515536,808880409,world,1.302844762802124,0.45622825622558594,0.30143433809280396,-0.7552116513252258,-0.38547855615615845,-0.08905017375946045,0.5226202607154846
2023/08/08/22:55:36.818995,7410,1691515536,818636919,world,1.3149319887161255,0.4647882282733917,0.3201357424259186,-0.8017671704292297,-0.24297136068344116,0.19704590737819672,0.5092222094535828
2023/08/08/22:55:36.819011,7411,1691515536,818679453,world,1.328533411026001,0.4738818109035492,0.34186479449272156,-0.7718347311019897,-0.07565518468618393,0.45255985856056213,0.4401558041572571
2023/08/08/22:55:36.828997,7412,1691515536,828657363,world,1.3451759815216064,0.48433563113212585,0.3646813929080963,-0.6676132082939148,0.09674301743507385,0.6600452065467834,0.3305657207965851
2023/08/08/22:55:36.839309,7413,1691515536,838976594,world,1.3641026020050049,0.49664071202278137,0.3874771296977997,-0.48303255438804626,0.2848319411277771,0.8046190142631531,0.19529102742671967
2023/08/08/22:55:36.849213,7414,1691515536,848894719,world,1.3860437870025635,0.5094868540763855,0.4062916338443756,-0.2761218547821045,0.4221595823764801,0.8626892566680908,0.036129605025053024
2023/08/08/22:55:36.859180,7415,1691515536,858835334,world,1.4084625244140625,0.5232433080673218,0.4211391806602478,-0.02748250775039196,0.5334773063659668,0.8357513546943665,-0.12714757025241852
2023/08/08/22:55:36.869242,7416,1691515536,868869468,world,1.4295845031738281,0.5362845659255981,0.4323778450489044,0.21360228955745697,0.5970174670219421,0.719200849533081,-0.2840677499771118
2023/08/08/22:55:36.869283,7417,1691515536,868925272,world,1.4485259056091309,0.5485564470291138,0.44143176078796387,0.42597538232803345,0.5982506275177002,0.5366345047950745,-0.41552937030792236
2023/08/08/22:55:36.879022,7418,1691515536,878683528,world,1.4637229442596436,0.558844268321991,0.4500269293785095,0.6013040542602539,0.5415895581245422,0.2943008840084076,-0.5084301233291626
2023/08/08/22:55:36.889218,7419,1691515536,888884306,world,1.477087140083313,0.5675364136695862,0.4606352746486664,0.7129526734352112,0.4308030307292938,0.017591480165719986,-0.5529899597167969
2023/08/08/22:55:36.898955,7420,1691515536,898627685,world,1.489790678024292,0.5765191912651062,0.4734969437122345,0.7439329028129578,0.2651378810405731,-0.2590894401073456,-0.5560021996498108
